hour	text	text_posTagged	hasMedia	hasHashtag	followers_count	sentiment	emojis	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	retweet_count	favourite_count
15	hi there you can reach out to us at publicrelations	NN EX PRP MD VB RP TO PRP IN NNS	0	0	1242423	0.1007	0	0	0	0	0	0	0	0	0	0	0
15	rip	NN	0	0	1242423	-0.4767	1	0	0	0	0	0	0	0	0	0	1
15	travel size all nighter setting spray to the rescue	NN NN DT RB VBG NN TO DT NN	0	1	1242423	0.5562	0	0	1	0	0	1	0	1	1	0	0
15	rt it finally arrived i love it best bday gift for myself	NN PRP RB VBD NN VBP PRP JJS NN NN IN NN	1	1	1242423	0.9421	1	0	2	1	0	3	0	2	1	8	0
15	rt always helping a girl out	NN RB VBG DT NN RP	1	0	1242423	0.296	1	0	0	0	0	0	0	0	0	8	0
0	waiting on your palette like	VBG IN PRP$ NN IN	0	1	1242423	0.0	0	0	0	0	0	0	0	0	0	22	220
0	what sami said	WP NN VBD	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	0	1
0	rt thank god for setting spray in this heat	NN NN NN IN VBG NN IN DT NN	0	0	1242423	0.5574	1	0	1	0	1	1	0	0	1	20	0
0	unfortunately our full spectrum palette was a limited edition item so sorry about that dont w	RB PRP$ JJ NN NN VBD DT JJ NN NN RB JJ IN DT NN NN	0	0	1242423	-0.4466	1	1	1	0	0	0	1	0	0	0	1
0	rt so to all nighter setting spray that ish lasts through god knows what and i dont look like more of a hot mess	NNS RB TO DT RB VBG NN DT JJ VBZ IN NN VBZ WP CC JJ VBP VBP IN JJR IN DT JJ NN	0	0	1242423	0.5574	0	1	1	1	1	1	0	0	1	7	0
0	which vice is currently on your radar tell us in the comments below shop your favorites now at	WDT NN VBZ RB IN PRP$ NN VB PRP IN DT NNS IN VB PRP$ NNS RB IN	0	0	1242423	0.4753	1	0	0	0	0	0	0	0	1	15	152
22	rt the palette by is amazing ive used it everyday since i bought it and i havent felt this confiden	VB DT NN IN VBZ VBG NN VBD PRP JJ IN NN VBD PRP CC VB NN VBD DT NN	0	1	1242423	0.6884	0	0	0	0	0	0	0	0	0	16	0
16	rt i just took a shower with a full face of makeup on and it did not move the devil works hard but urban decay setting s	NN NN RB VBD DT NN IN DT JJ NN IN NN IN CC PRP VBD RB VB DT NN VBZ JJ CC JJ NN VBG NN	0	0	1242423	-0.3595	0	1	1	1	2	0	2	0	0	1215	0
15	rt honestly dont think i appreciated the setting spray enough untill tonight all night at the conc	NN RB JJ VBP RB VBD DT NN NN JJ JJ VBN DT NN IN DT NN	0	0	1242423	0.743	0	0	0	0	0	0	0	0	0	2	0
15	rt just wan na say your de slick setting spray has blessed my life thank you	NN RB JJ NNS VBP PRP$ FW FW VBG NN VBZ VBN PRP$ NN NN PRP	0	0	1242423	0.7506	1	0	0	0	1	1	1	0	0	1	0
15	rt the palette is so good i had to share a pic the packaging is perfection the colors are so pretty and	VB DT NN VBZ RB JJ NN VBD TO NN DT NN DT NN VBZ IN DT NNS VBP RB RB CC	0	1	1242423	0.9295	0	0	4	0	0	4	0	2	4	19	0
15	vibes	NNS	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	12	218
0	mesmerized by born to run look using shades big sky drift blaze guilt trip and lucky 247 glid	VBN IN NN TO VB NN VBG NNS JJ NN NN NN NN NN CC JJ CD NN	0	0	1242423	0.1779	0	1	0	1	0	1	1	2	0	80	740
12	summertime crew spot any of your favorites	NN NN NN DT IN PRP$ NNS	1	1	1242423	0.4215	1	0	0	0	0	0	0	0	1	39	395
0	lining up todays plans born to run 247 glideon eye pencil shades double life overdrive and lucky shop th	VBG RP NNS NNS VBP TO VB CD NN NN NN VBZ JJ NN JJ CC JJ NN NN	0	0	1242423	0.4215	1	0	0	0	0	1	0	1	0	27	330
12	double trouble tag your partner in crime in the comments below	RB NN VB PRP$ NN IN NN IN DT NNS IN	1	1	1242423	-0.7574	1	1	0	0	0	0	0	0	0	16	306
0	feeling golden in my sunset inspired makeup using the urban decay born to run eyeshadow palette the colors ar	VBG JJ IN PRP$ NN VBD NN VBG DT JJ NN VBN TO VB RB IN DT NNS VBP	0	0	1242423	0.25	1	1	2	1	2	2	2	2	2	7	162
19	rt run all nighter foundation born to run palette perversion eyeliner 66 comfort matte lipstick co	NNS VBP DT NN NN VBN TO VB NN NN VBD CD NN NN NN NN	0	0	1242423	0.0516	1	1	1	1	0	1	1	0	1	10	0
19	rt no one celebrates quite like where employees bring their furry friends to work ev	NN DT NN VBZ RB JJ WRB NNS VBP PRP$ JJ NNS TO VB NN	0	1	1242423	0.8122	0	0	0	0	0	0	0	0	0	18	0
19	classic	JJ	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	0	1
16	tag the first person whos going to ask if they can borrow your born to run palette get your born to run palette	VB DT JJ NN NN VBG TO VB IN PRP MD VB PRP$ NN TO VB NN VB PRP$ NN TO VB NN	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	32	450
0	rt jumped in the pool like 5 times and my makeup still looks like this thanks	NN VBD IN DT NN IN CD NNS CC PRP$ NN RB VBZ IN DT NNS	1	0	1242423	0.8113	0	0	0	0	0	0	0	0	0	5	0
0	which songs made it on your 90s summer jamz cd tell us in the comments below	WDT NNS VBD PRP IN PRP$ CD NN NN NN VB PRP IN DT NNS IN	0	1	1242423	0.0	1	0	0	0	0	0	0	0	0	3	48
23	rt ultimate brow kit ash brown beached eyeshadow palette backtalk hifi shine my wisp	NN JJ NN NN VBP IN VBN NN NN NN NN NN PRP$ NN	0	0	1242423	0.0	0	0	1	0	0	0	1	0	0	4	0
20	your makeup should look around the clock especially on the longest day of the year keep your makeup looki	PRP$ NN MD VB IN DT NN RB IN DT JJS NN IN DT NN VB PRP$ NN NN	0	0	1242423	0.0	1	0	1	0	0	0	0	0	0	12	184
18	rt 15 off all nighter setting spray for 1 day only is there anything more satisfying than looking in th	VB CD IN DT JJ NN NN IN CD NN RB VBZ EX NN JJR NN IN VBG IN NN	0	0	1242423	0.7639	1	0	0	0	0	0	0	0	0	7	0
18	rt today is the discover how to make your makeup last all day on the longest day of the year with	NN NN VBZ DT NN WRB TO VB PRP$ NN JJ DT NN IN DT JJS NN IN DT NN IN	0	1	1242423	0.0	0	0	0	0	0	0	0	0	0	4	0
16	rt i just wan na quickly promote all nighter setting spray not that im some sort of influencer but ive	NN NN RB WP JJ RB VBP DT RB VBG NN RB IN VB DT NN IN NN CC JJ	0	0	1242423	0.2023	0	0	0	0	1	0	1	0	0	20	0
16	oh no were so sorry about that our customer service team will be able to help	UH DT VBD RB JJ IN DT PRP$ NN NN NN MD VB JJ TO VB	0	0	1242423	-0.1722	0	0	0	0	0	0	0	0	1	0	0
16	so glad you loved it cant wait to see the looks you create with it	RB JJ PRP VBD PRP JJ NN TO VB DT NNS PRP VBP IN PRP	0	0	1242423	0.8866	1	0	2	0	0	2	0	0	0	0	1
16	rt omg i got to swatch the born to run palette in today it was so beautiful i cant wait to	NN NN NN VBD TO VB DT NN TO VB NN IN NN PRP VBD RB JJ NN VBP NN TO	0	0	1242423	0.7997	1	0	1	0	0	1	0	0	0	1	0
16	rt not one not two but five of my favourite setting sprays thank you	NN RB CD RB CD CC CD IN PRP$ JJ NN NNS NN PRP	1	0	1242423	0.5487	1	0	0	0	0	0	0	0	0	6	0
16	oh no were so sorry about that our customer service team will be able to help	UH DT VBD RB JJ IN DT PRP$ NN NN NN MD VB JJ TO VB	0	0	1242423	-0.1722	0	0	0	0	0	0	0	0	1	0	1
15	summer solstice is here head to the blog for 6 ud musthaves to add to your summer solstice kit asap to surviv	NN NN VBZ RB NN TO DT NN IN CD JJ NNS TO VB TO PRP$ NN NN NN NN TO VB	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	9	79
22	slay get the look with shades big sky radio and jet from our born to run eyeshadow palette avai	NN VB DT NN IN NNS JJ NN NN CC NN IN PRP$ VBN TO VB RB NN NN	0	0	1242423	0.0	1	1	0	0	0	0	0	0	0	15	237
19	rt love the new born to run palette cant wait to try this out	NN VB DT JJ NN TO VB NN JJ NN TO VB DT RP	0	1	1242423	0.6988	1	0	1	0	0	1	0	0	0	10	0
19	rt i asked randy if he could buy me the born to run pallet he said is it to work out with	NN NN VBD JJ IN PRP MD VB PRP DT NN TO VB NN PRP VBD VBZ PRP TO VB RP IN	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	21	0
19	yasss	NN	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	2	50
19	rt calling all adventurers born to run palette is here and packed with 21 shades get it today at sephora	NN VBG DT NNS VBN TO VB NN VBZ RB CC VBN IN CD NNS VB PRP NN IN NN	0	0	1242423	0.2263	1	0	0	0	0	0	0	0	0	108	0
18	love	NN	0	0	1242423	0.7371	1	0	0	0	0	1	0	0	0	0	0
15	were so sorry about that our uk team will be able to help	VBD RB JJ IN DT PRP$ JJ NN MD VB JJ TO VB	0	0	1242423	0.3397	0	0	0	0	0	0	0	0	1	0	0
15	first of all youre a 1010 second of all there is no second of all	RB IN DT NN DT CD NN IN DT EX VBZ DT JJ IN DT	0	0	1242423	-0.296	1	0	0	0	0	0	0	0	0	3	80
15	our uk team will be able to provide specifics	PRP$ JJ NN MD VB JJ TO VB NNS	0	0	1242423	0.0	1	0	0	0	0	0	0	0	2	0	0
15	rt thank you i love all the shades	NN NN PRP VBP VBP PDT DT NNS	1	1	1242423	0.8346	0	0	0	0	0	1	0	0	0	15	0
15	were so sorry about that our uk team will be able to help	VBD RB JJ IN DT PRP$ JJ NN MD VB JJ TO VB	0	0	1242423	0.4001	0	0	0	0	0	0	0	0	1	0	0
15	shes right tho	NNS RB VBP	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	1	63
15	if you dont know now you know	IN PRP VBP VB RB PRP VBP	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	619	2566
23	it is not limited edition	PRP VBZ RB JJ NN	0	0	1242423	0.1695	1	1	1	0	0	0	1	0	0	0	5
23	which born to run look is calling your name vote now	WDT VBZ TO VB NN VBZ VBG PRP$ NN NN RB	1	1	1242423	0.0	1	1	1	0	0	1	1	1	1	140	719
19	rt loved eye makeup picture that posted this weekend using their new born to run palette amp tried m	NN VBD NN NN NN WDT VBD DT NN VBG PRP$ JJ VBN TO VB NN NN VBD NN	0	0	1242423	0.5994	1	0	0	0	0	0	0	0	0	16	0
16	so glad youre loving the palette make sure you tag your looks using	RB JJ NN VBG DT NN VB JJ PRP VBP PRP$ NNS VBG	0	1	1242423	0.8764	0	0	1	0	0	2	0	0	1	0	1
16	rt were obsessed	NN VBD VBN	0	1	1242423	-0.0343	1	0	0	0	0	0	0	0	0	9	0
16	oh no were so sorry about that our customer service team will be able to help	UH DT VBD RB JJ IN DT PRP$ NN NN NN MD VB JJ TO VB	0	0	1242423	-0.1722	0	0	0	0	0	0	0	0	1	0	0
16	rt the palette is becoming my new fave lashes ice fyre highlight	VB DT NN VBZ VBG PRP$ JJ JJ NNS NN NNS VBD	0	1	1242423	0.6486	1	0	0	0	0	0	0	0	0	8	0
16	its gon na be a good day our born to run collection is available online at all of our retail locations in the u	PRP$ NN TO VB DT JJ NN PRP$ NN TO VB NN VBZ JJ NN IN DT IN PRP$ JJ NNS IN DT NN	0	0	1242423	0.4404	1	0	1	0	0	1	0	1	1	47	332
23	whats the one beauty product you cant travel without tell us in the comments below	NNS DT CD NN NN PRP VBP NN IN VB PRP IN DT NNS IN	0	1	1242423	0.6239	1	0	0	0	0	1	0	0	0	22	184
18	rt beached beached and naker heat palettes lashes in sophia slide on eyepencils in j	NN VBD VBN CC RB NN NNS NNS IN JJ NN IN NNS IN NN	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	37	0
17	gorgeous	JJ	0	0	1242423	0.6476	0	0	0	0	0	1	0	0	0	0	2
17	rt new videos of first impressions now up on my channel used the new born to run palette too	VB JJ NNS IN JJ NNS RB IN IN PRP$ NN VBD DT JJ NN TO VB RB RB	0	0	1242423	0.2942	1	0	0	0	0	0	0	0	0	11	0
17	rt head to my ig story to see me unbox this beaut	JJ NN TO PRP$ JJ NN TO VB PRP VB DT NN	1	1	1242423	0.7639	1	0	0	0	0	0	0	0	0	38	0
17	rt eyeshadow palette trouble maker mascara eyeshadow primer potion 247 glide on pencil in d	NN NN NN NN NN NN NN NN NN CD NN IN NN IN NN	0	1	1242423	-0.4019	0	0	1	0	0	1	0	0	1	21	0
17	rt i was so excited last night that this was coming today that i couldnt sleep cant wait to play with this today	NN NN VBD RB JJ JJ NN IN DT VBD VBG NN IN VBZ VBP NN JJ NN TO VB IN DT NN	0	0	1242423	0.7011	1	0	3	0	0	1	0	1	1	15	0
17	firebird looks amazing on you	JJ VBZ VBG IN PRP	0	0	1242423	0.4003	1	0	0	0	0	0	0	0	0	0	1
17	rt for a makeup look that will get you through the day look no further than the new born to run collection from	NN IN DT NN NN WDT MD VB PRP IN DT NN VB DT JJR IN DT JJ NN TO VB NN IN	0	0	1242423	-0.296	0	0	0	0	0	0	0	0	0	27	0
15	its finally here our born to run collection is available now at shop your favorites	PRP$ RB RB PRP$ NN TO VB NN VBZ JJ RB IN VB PRP$ NNS	0	0	1242423	0.0	1	0	1	1	0	1	0	1	1	34	303
22	any look you want anywhere you go uses shades hell ridewild heart baja and punk to create this	DT NN PRP VBP RB PRP VBP JJ NNS VBP JJ NN NN CC NN TO VB DT	0	0	1242423	-0.4939	1	1	0	1	1	1	1	0	0	24	318
14	our entire born to run collection will be available tomorrow at which products do you	PRP$ JJ VBN TO VB NN MD VB JJ NN IN WDT NNS VBP PRP	0	0	1242423	0.0	1	0	1	0	0	0	0	0	0	40	447
22	which born to run vice lipstick is going to be your travel companion this summer shades left to right 66 ma	WDT VBZ TO VB NN NN VBZ VBG TO VB PRP$ JJ NN DT NN NNS VBD TO VB CD NNS	0	0	1242423	0.0	1	0	0	0	0	1	0	0	1	33	375
12	if youre bummed you missed our born to run flash sale dont worry the palette will be back soonand this time	IN NN VBN PRP VBD PRP$ NN TO VB JJ NN NN NN DT NN MD VB RB VB DT NN	0	0	1242423	0.1275	0	0	2	0	1	0	1	0	0	47	520
22	you betta werk ready to recreate this look products used born to run perversion fine point eye	PRP VBP JJ JJ TO VB DT NN NNS VBN VBN TO VB NN JJ NN NN	0	0	1242423	0.25	1	1	1	1	0	0	1	0	0	58	613
18	rt so excited to play with this over the weekend	NNS RB VBD TO VB IN DT IN DT NN	1	1	1242423	0.6549	1	0	1	0	0	1	0	1	1	9	0
17	rt i have the absolute best boyfriend in the world thanks so much babe	NN NNS VBP DT NN JJS NN IN DT NN NNS RB JJ NN	1	1	1242423	0.8122	1	0	0	0	0	0	0	0	0	7	0
17	photo is true to what the palette looks likethe photo you shared l	NN VBZ JJ TO WP DT NN VBZ JJ NN PRP VBD NN	0	0	1242423	0.6369	0	0	0	0	0	1	0	0	1	0	0
16	keep an eye out on june 18	VB DT NN RP IN NN CD	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	0	0
16	get ready with me for the airport i used the new urban decay born to run palette to create	VB JJ IN PRP IN DT NN NN VBD DT JJ JJ NN VBN TO VB NN TO VB	0	1	1242423	-0.126	1	0	2	0	1	1	1	0	0	21	265
0	rt happy early birthday to me my palette from came in today	NN JJ JJ NN TO PRP PRP$ NN IN VBD IN NN	1	1	1242423	0.6467	1	0	2	0	0	2	0	1	1	24	0
23	drooling over swatches of our born to run eyeshadow palette	VBG IN NNS IN PRP$ NN TO VB RB NN	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	85	764
17	rt watch this 2 tutorial on my instagram born to run palette coming to you this 21st june retail price rm225 mo	NN NN DT CD NN IN PRP$ NN VBN TO VB RB VBG TO PRP DT CD NN JJ NN NN NN	0	0	1242423	0.0	0	0	2	0	1	0	0	0	0	12	0
18	yes july 3 mecca	NNS RB CD NNS	0	0	1242423	0.4574	1	0	0	0	0	0	0	0	0	0	2
18	oh no were so sorry about that we recommend calling our customer service team for a fast response 1	UH DT VBD RB JJ IN DT PRP VBP VBG PRP$ NN NN NN IN DT JJ NN CD	0	0	1242423	-0.2208	0	0	0	0	0	0	0	0	2	0	0
18	free stickers free shipping getonitavailable now at shop now	JJ NNS JJ NN JJ RB IN NN RB	0	0	1242423	0.765	1	0	0	0	0	0	0	0	0	16	167
16	introducing our born to run collection feat 3 shades of vice lipstick 3 247 glideon eye pencils and a custom t	VBG PRP$ NN TO VB NN NN CD NNS IN NN NN CD CD NN NN NNS CC DT NN NN	0	0	1242423	0.0	0	0	1	0	0	1	0	1	0	55	362
15	rt just ordered the palette because hands down this palette has the perfect mesh of colors mattes	NN RB VBD DT NN IN VBZ RB DT NN VBZ DT JJ NN IN NNS NNS	0	1	1242423	0.5719	0	0	1	0	0	1	0	0	1	2	0
15	rt honestly ive bought 3 palettes this month alone problem what problem	NN RB JJ VBD CD NNS DT NN RB NN WP NN	0	0	1242423	-0.2168	1	0	0	0	2	0	2	0	0	4	0
15	rt the make up i ordered today from already shipped being a ud member was the best decision of my life	VB DT NN RP NN VBD NN IN RB VBN VBG DT JJ NN VBD DT JJS NN IN PRP$ NN	0	0	1242423	0.6369	1	0	0	0	0	0	0	0	0	2	0
20	rt la born to run	NN NN VBN TO VB	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	5	0
20	rt only just ordered it today so still waiting for it to arrive	NN RB RB VBN PRP NN RB RB VBG IN PRP TO VB	0	0	1242423	0.0	0	0	1	0	0	0	0	0	0	1	0
19	rt if youve gotten your hands on the born to run palette today from	NN IN JJ VB PRP$ NNS IN DT NN TO VB RB NN IN	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	14	86
19	born to run will be available on july 30th in mexico cant wait for you to get your hands on it	VBN TO VB MD VB JJ IN NN CD IN NN JJ NN IN PRP TO VB PRP$ NNS IN PRP	0	0	1242423	0.0	1	0	1	0	0	0	0	0	0	0	3
19	rt all the details and swatches of the born to run palette now	NN PDT DT NNS CC NNS IN DT NN TO VB RB RB	0	1	1242423	0.0	0	0	0	0	0	0	0	0	0	10	0
18	yesssss	NN	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	0	1
18	rt treated myself to the new palette after all the exam stress	NN VBD PRP TO DT JJ NN IN PDT DT NN NN	0	0	1242423	-0.1531	1	0	0	0	0	0	0	0	0	2	0
18	but talk about the perfect push present	CC VB IN DT JJ NN NN	0	0	1242423	0.6808	0	0	2	0	0	2	0	1	2	0	0
18	yas youll have to let us know what you think	NN RB VBP TO VB PRP VB WP PRP VBP	0	0	1242423	0.5093	0	0	0	0	0	0	0	0	0	0	1
18	rt you know i had to treat myself to the born to run	NN PRP VBP VB VBD TO VB PRP TO DT VBN TO VB	0	0	1242423	0.7096	1	1	1	1	1	1	1	1	1	1	0
18	you do	PRP VBP	0	0	1242423	0.2263	0	0	0	0	0	0	0	0	0	0	3
18	rt i need this in my life	NN NNS VBP DT IN PRP$ NN	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	1	0
18	today on	NN IN	0	0	1242423	0.4588	0	0	0	0	0	0	0	0	0	0	0
17	rt right its beautiful and versatile and the mirror is big so i need it for my travels	NN NN PRP$ NN CC NN CC DT NN VBZ JJ IN JJ VBP PRP IN PRP$ NNS	0	0	1242423	0.7527	0	0	0	0	0	1	0	0	0	1	0
17	rt bought and more than excited for this dream palette	NN VBD CC JJR IN VBN IN DT NN NN	0	0	1242423	0.5688	1	0	1	0	0	1	0	1	1	1	0
17	youre welcome	NN NN	0	0	1242423	0.5093	0	0	0	0	0	0	0	0	0	0	1
17	rt thank you ud i ordered mine this morning and hopefully it will be in my hand ready to head to new york next w	NN NN PRP VBP JJ VBD NN DT NN CC NN PRP MD VB IN PRP$ NN JJ TO VB TO JJ NN JJ NN	0	0	1242423	0.872	0	0	1	0	0	0	0	0	0	1	0
17	rt hell yes happy early birthday to me placed my order and now i will sit at my door until she arrives	NN NN NNS JJ JJ NN TO PRP VB PRP$ NN CC RB VBP MD VB IN PRP$ NN IN PRP VBZ	0	0	1242423	0.2714	1	1	2	1	1	2	1	1	1	3	0
17	rt just ordered my born to run eye shadow palette from i cant wait to film a for yall	NN RB VBN PRP$ NN TO VB NN NN NN IN JJ JJ NN TO NN DT IN NN	0	1	1242423	0.0	0	0	1	0	0	0	0	0	0	2	0
17	rt that palette though	NN WDT VBZ IN	0	1	1242423	0.0	0	0	0	0	0	0	0	0	0	3	0
17	rt just ordered the pallet thanks to and cant wait for it to arrive	NN RB VBD DT NN NNS TO CC JJ NN IN PRP TO VB	0	1	1242423	0.4404	1	0	2	0	0	0	0	0	0	1	0
17	rt came home to this the new ud born to run palette looks so good omg who wants a review one shade barely made it b	NN VBD RB TO DT DT JJ JJ VBN TO VB NN NNS RB JJ NN WP VBZ DT NN CD NN RB VBD PRP VB	0	0	1242423	0.7104	1	0	1	0	0	1	0	1	1	13	0
17	shop now born to run eyeshadow palette free shipping free stickers yes please get your palette now in th	NN RB VBN TO VB RB JJ JJ NN JJ NNS NNS NN VB PRP$ NN RB IN NN	0	0	1242423	0.9039	1	0	0	0	0	0	0	0	0	23	160
17	thats love	NNS VBP	0	1	1242423	0.7978	0	0	0	0	0	1	0	0	0	0	1
17	rt can not believe my hun has ordered me the palette can not wait to try it	NN MD RB VB PRP$ NN VBZ VBN PRP DT NN MD RB VB TO VB PRP	0	1	1242423	0.0	1	0	1	0	0	0	0	0	0	3	0
17	available now	JJ RB	0	0	1242423	0.2942	0	0	0	0	0	0	0	0	0	1	0
17	rt new born to run eyeshadow palette by is your ultimate travel companion coming soon for 49	VB JJ VBN TO VB RB NN IN VBZ PRP$ JJ NN NN VBG RB IN CD	0	1	1242423	0.0	0	0	2	0	0	1	1	0	1	24	0
17	on sale now xo	IN NN RB NN	0	0	1242423	0.2942	0	0	0	0	0	0	0	0	0	1	1
17	rt the packaging alone makes me wan na buy the new eyeshadow palette	VB DT NN RB VBZ PRP JJ TO VB DT JJ NN NN	0	1	1242423	-0.25	0	0	0	0	1	0	1	0	0	2	0
17	which shades are you most excited about	WDT NNS VBP PRP RBS VBN IN	0	0	1242423	0.4005	0	0	1	0	0	1	0	1	1	1	1
17	rt i have a need	NN NNS VBP DT NN	1	1	1242423	0.0	0	0	0	0	0	0	0	0	0	7	0
17	yes on sale now	NNS IN NN RB	0	1	1242423	0.5983	0	0	0	0	0	0	0	0	0	0	1
17	rt i need the new born to run palette my god	NN NNS VBP DT JJ NN TO VB NN PRP$ NN	0	0	1242423	0.6249	1	0	1	0	1	1	0	0	1	5	0
17	youre going to love it	NN VBG TO VB PRP	0	0	1242423	0.7371	0	0	0	0	0	1	0	0	0	0	0
16	rt new born to run palette has just dropped for 24 hours only go go go	VB JJ VBN TO VB NN VBZ RB VBN IN CD NNS RB VB VB VB	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	33	0
16	its available now in limited quantities at	PRP$ JJ RB IN JJ NNS IN	0	0	1242423	-0.2263	1	1	0	0	0	0	1	0	0	0	1
16	rt i cant cope with excitement since my mum told me while i was still in hospital this morning she had bought me the u	NN NN VBP NN IN NN IN PRP$ NN VBD PRP IN NN VBD RB IN NN DT NN PRP VBD VBN PRP DT NN	0	0	1242423	-0.3875	0	0	1	0	2	1	1	1	1	1	0
16	legend	NN	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	0	1
16	rt this is not a drill the born to run palette will be available in sa when the global launch happens which is t	NN DT VBZ RB DT NN DT NN TO VB NN MD VB JJ IN NN WRB DT JJ NN NNS WDT VBZ NN	0	0	1242423	0.0	1	0	1	0	0	0	0	0	0	19	0
14	five	CD	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	0	3
14	our customer service team will be able to get your order info over to you the team can be reached us	PRP$ NN NN NN MD VB JJ TO VB PRP$ NN NN IN TO PRP DT NN MD VB VBN PRP	0	0	1242423	0.1759	0	0	0	0	0	0	0	0	2	0	1
13	this is not a drill the first batch of our all new born to run eyeshadow palette is now available at	DT VBZ RB DT NN DT JJ NN IN PRP$ DT JJ VBN TO VB RB NN VBZ RB JJ IN	0	0	1242423	0.0	1	0	0	0	0	0	0	0	0	150	938
23	truth	NN	0	0	1242423	0.3182	1	0	0	0	0	0	0	0	1	0	4
21	tbh sometimes its 15	NN VBZ PRP$ CD	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	64	326
21	rt tropical bliss dark brown dipbrow tropical palette g cole lashes	JJ JJ NN JJ JJ NN JJ NN NN NN NNS	0	0	1242423	0.4648	1	0	0	0	0	1	1	0	0	22	0
18	so soonwe promise stay tuned	RB JJ NN NN VBD	0	0	1242423	0.4349	1	0	0	0	0	1	0	0	1	0	5
18	baby you were born to run renztan on ig	NN PRP VBD VBN TO VB NN IN NN	1	1	1242423	0.0	1	0	0	0	0	1	0	0	0	145	1220
15	rt this upcoming palette is about to be my new summer staple	NN DT JJ NN VBZ IN TO VB PRP$ JJ NN NN	0	0	1242423	0.0	0	0	0	0	0	0	0	0	0	22	0
0	catch flights not feelings	VB NNS RB NNS	1	1	1242423	0.4939	1	0	0	0	0	0	0	1	0	46	352
12	new palette who dis whos excited to take our all new born to run eyeshadow palette for a spin	JJ NN WP VBP RB VBN TO VB PRP$ DT JJ VBN TO VB RB NN IN DT NN	0	1	1242423	0.4682	1	0	1	0	0	1	0	1	1	216	1714
0	leave a if youre ready to rock this smolderingsienna eye look shades used baja accelerate punk ignite an	VB DT IN NN JJ TO VB DT NN NN NN NNS VBD NN NN NN VBP DT	0	0	1242423	0.3802	1	0	2	0	0	0	1	1	0	44	376
12	our allnew born to run eyeshadow palette has your next beauty adventure in the bag get this ultrapigmented j	PRP$ NN VBN TO VB RB NN VBZ PRP$ JJ NN NN IN DT NN VB DT JJ NN	0	0	1242423	0.7269	1	0	1	0	0	1	0	0	0	32	355
0	born to run brntoorn traveling light without compromise create neutral looks add in pops of color and p	VBN TO VB RP VBG NN IN NN JJ JJ NNS VBP IN NNS IN NN CC NN	0	0	1242423	-0.2057	0	0	1	0	0	1	0	0	1	31	364
15	tell us in the comments below and tag who youd bring	VB PRP IN DT NNS IN CC VB WP VBP NN	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	12	132
19	ready when you are whether youre a total road warrior a weekend escapist or a staycationer our born to run e	JJ WRB PRP VBP IN NN DT JJ NN VBD DT NN NN CC DT JJ PRP$ NN TO VB NN	0	0	1242423	0.3612	1	1	1	0	1	0	0	0	0	24	217
0	oh yes indeed	UH NNS RB	0	0	1242423	0.6705	1	0	0	0	0	0	0	0	0	0	2
21	any look anytime anywhere with 21 shades ranging from mattes like baja amp punk to shimmers like big sky amp wil	DT NN RB RB IN CD NNS VBG IN NNS IN NN VBP NN TO NNS IN JJ NN NN NN	0	0	1242423	0.7906	1	0	0	0	0	0	0	0	0	328	2084
21	say hello to born to run	VB NN TO VB TO VB	1	1	1242423	0.0	1	0	0	0	0	0	0	0	0	41	282
17	rt not long now until the beached collection launches exclusively with debenhams beauty creates	NN RB RB RB IN DT VBN NN VBZ RB IN NNS VBP NNS	0	0	1242423	0.5859	1	0	1	0	0	1	0	0	0	8	0
15	rt our secret weapon for makeup that lastsand lasts thanks	VB PRP$ JJ NN IN NN IN NN NNS NNS	1	0	1242423	0.1779	0	0	0	0	0	0	0	0	1	14	0
15	rt staying hot with naked petite heat palette	NN VBG JJ IN JJ JJ NN NN	1	0	1242423	-0.34	1	1	0	0	0	0	0	0	0	7	0
15	rt blue tones with naked heat palette on top and ultimate shadow palette on the bottom	NN NN NNS IN JJ NN NN IN JJ CC JJ NN NN IN DT NN	0	0	1242423	0.2023	1	0	2	0	0	0	3	0	1	3	0
